Gene1,Gene2,Label
TMCC1,GSTA1,0
TMOD4,HFE,0
OR5B17,MIR657,0
OR2T11,GIPR,0
PIM2,BUB1,1
MPV17,ZC3H7A,0
KRT6C,PGR,0
MYLIP,SERF1A,1
OR2J1,SNRNP27,0
DYNLL2,HTR1D,0
OR4M2,CLCN5,0
INSL4,CCL3,1
ADORA3,CCL22,1
LARP4,EBF3,0
AOC1,WWC1,0
CTSB,SUFU,1
G3BP1,PPP1R13L,0
SERF1A,FEZ1,1
HEXIM2,E2F1,1
HSD11B2,DDB1,0
BIRC3,MPL,1
PTGER1,BDKRB2,1
DSPP,FGD1,1
GAST,MYL6,0
TLE3,TOM1L2,0
CDY2B,SLC37A2,0
APOC2,RHOQ,0
JOSD2,GRIN2A,0
STT3B,CELF6,0
RGL1,MIR1290,0
GABPB1,TBX1,1
ADGRB1,TP53I11,1
OR4A47,HTR3C,0
CEP162,OTUD7A,0
AOAH,RBP3,1
CD160,TAL1,1
MGAT4A,GPR19,0
FSCN2,PAX2,1
SERPINA3,TIGAR,0
KCNA10,MARK1,0
H2AFB1,KIAA0922,0
CFTR,PCK1,0
ELK4,FOXM1,0
KCNMB3,KCNJ4,0
RABGAP1,AMOT,0
KLF1,MRPL27,0
TSHR,CAPN1,1
DSG2,GPNMB,0
EDN3,IL17A,1
PTGER1,PTGER2,1
PTBP1,KHSRP,1
MAT1A,FBXL22,0
MIR124-1,ARF5,0
CHD2,ELF2,1
KIAA1456,SLC2A13,0
SLC39A14,NOTCH3,0
CYP4A11,IGKV2-30,0
PLEKHG5,OR6C6,0
PSG9,CEACAM1,1
BMP3,TFAP2C,1
LRP2,NOV,0
HBE1,CENPC,0
PIP,C1QTNF3,0
IDH2,CXCR2,0
CTSG,PLAT,1
CYBB,IGHA1,0
F13A1,ATF3,0
NR2C2,NANOG,1
TOE1,FMO1,0
CSF1R,F2,1
HOXC5,RNF14,1
OPCML,ROBO1,1
PCDH8,SEMA5A,1
SLCO3A1,CLEC16A,0
MAP2K6,GPR132,0
PTGR2,ADAM17,0
GCNT2,PLXNA3,1
OPRM1,OR52E4,0
CCDC50,MOGAT2,0
CSTF1,AUTS2,0
SLC35A1,TCF4,0
FPGS,KRTAP5-6,0
COG2,SBF1,0
SEPT9,HP,0
CGA,ADORA1,1
CADM1,OPRM1,0
SYT11,LCN2,0
SPOCK3,FOXJ3,0
ZNRF4,ZNF304,0
OR2T12,WDR24,0
GPR4,DIS3L2,0
SMARCA2,SMARCA5,1
RRAGC,CDH2,0
SLC22A3,CYP17A1,0
THADA,NDUFAF3,0
FARSB,RPS11,1
SLN,DEFB118,0
CMKLR1,KLF10,1
WDR60,PACS2,0
GJD3,FGF12,0
BRIP1,BUD31,1
LAMA2,MEF2C,1
CDK5,REG1B,1
CRHR1,TSHB,1
MTCP1,PTCH1,1
ZHX3,PHF12,1
PTCH1,TAL1,1
TNRC6B,NME1,0
GH1,RASIP1,0
AMPH,HTR1B,1
LILRB3,ANXA1,1
CCL26,ECE2,1
GALNT7,COPG1,0
GABRA1,SFTA3,0
FUBP1,NCOR1,1
BTG1,CALR,1
EGFR,CALCA,1
CLCNKA,SLC26A3,1
RAD51,SLC39A14,0
ISG20,MATK,1
TAF5L,PAX2,1
NFIL3,ASH1L,1
GNAS,ATF1,0
KDM4B,SNAP25,0
PHF13,DCK,0
ZNF35,MZF1,1
GREM1,NAIP,1
FLT3LG,HOXC10,1
DEAF1,DTX1,1
TSPAN32,TNFSF9,1
MTIF3,ENAM,0
PPM1K,MAGEA3,0
COLEC10,RPRD1A,0
SEPT6,POU2F3,0
GOLGB1,TBK1,0
GRB10,CCL4,1
CEBPA,NECTIN2,0
FBN2,HOXB5,1
KLRG1,NFKB1,1
ARAP3,NDRG1,0
ASMT,RPS11,1
TMEM17,ATP6AP1,0
UNC13B,EI24,1
OR8J1,RBP1,0
EDN3,SEMA5A,1
MT1X,GATA5,0
ELF3,ENC1,1
CTBP2,IGFBP6,1
DNPH1,ZFP36L2,1
PHEX,CASP7,1
CTSS,DPP4,1
TIMM17A,KRTAP11-1,0
CEPT1,RBP3,1
CCR3,CYP4F11,1
MIR1290,PAFAH1B3,0
CCR8,IL4,1
NFIX,FEV,1
LCE1A,GCNT4,0
CCL21,TCF12,1
LPAR3,PMP22,1
THOC7,ASCC3,0
KCNE1,TRNT1,0
GBP5,TBC1D8,0
HOXC6,BMP1,1
GUK1,ARFGEF1,0
EBF3,CATSPERD,0
ALDH3A1,PPOX,1
TNNC2,TMTC2,0
CHRNG,GJA1,1
AHNAK,B3GALNT2,0
PRDM5,TNFSF4,0
CXCR6,MLNR,1
MAEA,TIMP2,0
PAX6,SH3GL3,1
PCDHB10,ADAM30,0
NUDT13,KIR3DL1,0
PTGR2,DAOA,0
FABP1,NRP1,1
ADAP1,RCC1,0
ZNF443,CNDP2,0
LIMK1,SLIT2,1
IGFBP3,ABCA2,0
IGF2BP1,WNT9A,0
TOB2,KLF11,1
LARP1,PLA2G3,0
PAX5,ENC1,1
MIEF2,GYS1,0
F2,CRP,0
STC1,TGFB2,1
ZNF366,PSMC5,0
RASL10A,ACSL3,0
METTL22,DEDD2,0
PRR16,NR3C1,0
ETFBKMT,DHDH,0
POU1F1,SSTR5,1
CDY1B,MIR15B,0
POMC,PPP1R2,1
MAP4K5,TDG,0
TBL2,RPRD1A,0
ADRA1D,IL1B,1
COG2,STAP1,1
CDS1,PAX6,1
SDCCAG8,SLC11A2,0
LRP1,CDC16,1
CD52,MYL12B,0
OR4N4,TMEM147,0
SH3GL1,CUL9,0
HIC1,ZNF350,1
GATB,RPS19,1
KCNN1,GJB2,0
IRF1,MNT,1
MNAT1,BRIP1,1
DNM1L,CREG1,1
SIRPG,NCK2,1
SLC34A2,TNIP1,0
MCAM,NME2,1
CSF3,LIMD1,1
HOXA9,GRIN2A,0
TOM1L1,PPCS,0
SPTBN2,CYTH3,1
CASP2,MMP23B,1
NELFA,FZD6,1
PRMT6,MYL12B,0
SLC1A7,NUPL2,0
NXF1,MIR515-1,0
FAT1,LALBA,1
EFEMP1,RP1,1
TREX2,CMA1,0
AQP6,SCNN1G,1
SPHAR,BCL3,1
LPAR3,GLP1R,1
TDH,ACOT9,0
MIR199A2,LMOD2,0
DNMT3A,NDUFB6,0
SIVA1,TNFRSF9,1
EDN3,PTHLH,1
PTP4A3,APOBEC3D,0
DBF4,NAE1,1
MMP3,CNN2,0
HOXA10,THG1L,0
SLC2A9,ADAP1,0
ZNF443,HTRA2,1
KCNS1,KCNK5,1
CHRNA4,HTR2A,1
CIITA,CCL23,1
NOX4,HDAC9,1
IFNA17,NOTCH3,0
MAP4K1,LUC7L3,1
KCNJ15,AUTS2,0
SYNCRIP,GATSL3,0
CCL23,CD33,1
ZDHHC2,CLEC2D,0
CDKN2B,CDKN2C,1
POU4F1,TFAP4,1
NFIX,FUBP1,1
NPHS2,PRPF8,0
NHLRC3,COL9A1,0
ARHGDIA,BCL2L1,1
SLC37A4,P3H1,0
RBMY1A1,SEMA3C,0
SIRPG,MPHOSPH10,0
OR8U1,VPREB3,0
RAB11FIP2,CKMT2,0
GNAZ,GPR35,1
GATA5,MECOM,0
RPS2,RPS5,1
SCNN1G,LRG1,0
CCT6B,THEG,1
ZNF263,HIC1,1
TMOD2,UFM1,0
CEACAM8,WIPI1,0
DCTN2,NANOG,1
BPY2C,HS3ST5,0
PLIN3,CYTH3,1
CPQ,USP25,1
CHRM1,HEYL,1
TACSTD2,ZEB1,1
RASGRP4,CDC25A,1
SIRPG,RARRES3,1
SLC22A6,CDH7,0
PZP,ALK,0
SNRPA1,PPIG,1
ZNF354A,CIAO1,1
GCG,GPR32,1
RAPGEF3,CHRM1,1
ZNRF4,MRPL12,0
IDE,OR8B12,0
PQBP1,MTMR9,0
SEMA4F,GREM1,1
THEM5,UQCR11,0
TAF6L,CITED1,1
CXCL2,CCL13,1
CXCL6,NRP1,1
ETFB,CDH10,0
ACHE,PCDHB10,1
RASGRP4,NDP,1
SKA3,FRAT2,0
LTB4R,PPP2R5C,0
TIAL1,RNF14,1
GIT1,EIF2AK4,0
CTSB,UBA3,1
GPS2,MAP2K4,1
NME1,CD33,1
PARP1,NFIL3,1
COL4A6,FLT1,0
NACA,GATB,1
NME2,VWF,1
ABCA2,HMGB1,1
COL6A5,OR5W2,0
SP3,ZNF148,1
GRM8,KIFC3,1
NFAT5,AHR,1
SGOL1,MIR301B,0
GATA3,PKD1,1
ALDH3A2,PROP1,1
HOXC5,MNAT1,1
PAK4,CCR6,1
LOC105375355,SLC7A4,0
SOX18,SMARCD2,1
ARVCF,ATR,1
OR1B1,KPNA2,0
MRPS24,OR5P3,0
XAB2,MICA,0
SRGAP2,PTPN2,0
PTK2B,DUSP22,1
PHF13,HAGH,0
HSD17B4,C1QTNF3,0
ERBB4,MMP11,1
ASB18,ATP6V1H,0
HSD17B7,KCNH4,0
NPBWR2,CCL25,1
HBG1,ASB7,0
CDH10,UBXN4,0
GPR34,PTAFR,1
OPA1,ATXN7,1
ARR3,TYR,1
ASB17,LAIR2,0
GPR45,NR2C2,1
TIMM10,PAX3,1
UBD,GYG1,0
HCP5,FBXW7,0
DPYSL4,DRD2,1
PCSK6,TRH,1
XIAP,RELA,1
MMACHC,CYR61,0
PBX1,ANAPC13,0
ABCA8,ABCB11,1
APBA1,OPCML,1
WDR5,GPR17,0
TSN,TYMP,0
HSPA9,SPHK1,1
SIX2,LYVE1,1
PCDHA10,PTPRF,1
NANOGP8,GGT5,0
NFATC1,FEV,1
CLPS,PATE4,0
HRAS,PKD2,1
CBX3,IFNW1,0
INHBA,PGR,1
GPR45,HTR5A,1
NOCT,TSC22D1,1
VWF,CLDN1,1
PREP,NAPSA,1
TMED1,IAPP,1
SLC25A3,SLN,1
STYXL1,ANP32A,1
GREM1,STMN3,1
POMT1,WNT2B,1
FAM175B,SEMA4F,0
PHLDA1,OR52B4,0
IQGAP2,MTHFD2,0
ZMPSTE24,RAB27A,0
FKBP5,EPRS,0
LRP2,CEP162,0
CXXC1,HDAC10,1
HSPA14,SULT4A1,0
ELF3,NCOR1,1
ADGRB3,OR5A2,0
STAG3,GUK1,0
CXCL2,NFATC3,1
CIITA,CCL20,1
STAB1,NEFH,0
MBIP,APLP1,0
DCAF4,HIST1H2BB,0
KRT86,NDUFV2,0
CXCR3,LECT2,1
HRAS,C5AR1,1
IGFBP4,CHRD,1
GTF2F1,MED7,1
CCT4,ERO1B,1
HLX,NELFA,1
ZG16,ZNF513,0
WRNIP1,FAM3D,0
ATP11B,DAPK3,0
USP25,CPZ,1
ATP11A,MTHFD2,0
OR52K2,PATZ1,0
NEK6,KCND2,0
AK6,DEFB104B,0
STMN1,TTLL3,0
AK5,PGR,0
DHX8,SNRPB2,1
MAF,TRPS1,1
MAP3K11,SKP2,1
CDS1,PDE6G,1
FGF13,FEZ2,1
GCA,MAP3K1,0
CXCL10,TBX2,1
CHRNA4,GRIK1,1
GJB5,BTD,1
SCML2,DEAF1,1
IL12RB2,IL13RA1,1
CASP10,WBSCR22,0
TENM1,ING1,1
UNC13A,FOLR3,0
CLCN5,SLC26A3,1
RNF19B,BLOC1S5,0
NUDT19,CRYL1,0
RPL5,RPS6KB2,1
GMFB,LRP4,0
HPX,SAMHD1,0
MPL,SYK,1
DTX1,PPP1R36,0
MMP13,CASP4,1
CXCR2,CCL13,1
PRDM4,CHRM4,1
RTN3,CD19,0
RAMP3,MRC1,1
FUT8,GPR179,0
COPZ1,CYP4F22,0
LLGL1,PICALM,1
LIF,ADAMTS9,1
MOGAT1,POU4F1,0
KCNN3,BSN,1
LIF,DUSP22,1
CCL4,TSHR,1
RPS4X,TSPY1,1
COPA,BORA,0
SLC25A29,ZDHHC5,0
EREG,ADAM17,1
THAP12,SSTR5,1
CNTN6,USH2A,1
EXTL1,HOXD13,1
CIITA,OPRK1,1
PLA2G4E,BHMT2,0
SIDT2,NDC80,0
NAPEPLD,KHK,0
EVPL,PRKG1,0
MRPL39,MIR711,0
NELL1,UTP11,1
RIMKLB,PYGO1,0
TMC2,PHF19,0
SIRPG,GPR50,1
OXA1L,WIPF1,1
STAG3,MCHR2,0
TSHR,TNFSF4,1
IL4R,C1QBP,1
GJB1,HCK,0
GPNMB,GAS8,1
CDC23,UBE4A,1
MCTS1,UBE2V1,1
ARL6IP5,WEE1,0
IZUMO1R,NDUFA8,0
OR11H2,OR9A2,0
ITGA5,OPCML,1
AKR7L,COQ3,0
NEU3,IL21,0
DCT,OR4M1,0
PRDX5,IFNA2,1
OR12D2,ASIC1,0
CDH6,CD96,1
KAT2A,SMARCAL1,1
CHD4,ID4,1
IGFBP5,MLN,0
SRI,TM9SF2,1
MSH6,APEX1,1
QPRT,GRIA1,1
ALB,BNIP3L,1
KRT1,KRT9,1
CREBL2,NEU3,0
DRG1,ZMYM6,1
NAPEPLD,PLAGL1,0
SERPINB2,RNF7,1
FKBP1A,NR2E1,0
NCCRP1,ESCO1,0
PTHLH,BTC,1
ITGA11,COL7A1,0
HEXIM2,ZNF148,1
CHRM3,CDC16,1
BBS5,NEK2,0
CHAMP1,USP22,0
GNE,PSMD9,0
MNT,KLF10,1
GNRHR2,GCAT,0
DLG4,NAIP,1
FZR1,IFITM1,1
NEB,FBXO5,0
KRTAP25-1,HAO2,0
PCDHB5,SLC1A3,1
MRPL21,TBC1D8,0
EMILIN1,FEZ1,1
CCL27,CCL2,1
SEC61A2,KRTAP9-6,0
GNE,EXOSC9,0
KIF15,TAL1,1
ARMC4,F2R,0
UTS2,SYN2,1
COL17A1,LAMB3,1
FAM175B,RASD1,0
ZP1,RAB5B,0
ADRA2C,GHRH,1
CAMK2N1,GRK7,0
SUPT16H,NFE2L1,1
MMP13,PLAT,1
SEMA4F,NELL1,1
APPL1,POLA1,1
DCTN4,KCNMA1,0
RIMS1,KLB,0
MCM3,OSBPL5,0
TENM1,ING5,1
NDUFA3,GHSR,0
ZNRD1,HAUS2,0
OR6C70,SLC46A1,0
RXRG,LSM4,0
CCR6,CCL16,1
CCL14,TNFRSF11A,1
FMNL1,SERINC3,0
CHRM5,OR13C8,0
HAO2,MIR28,0
ARHGAP5,RS1,1
RHOG,TNFSF4,1
HAS3,IDH1,1
INSM1,ABCC5,0
OR8H2,CDS1,0
SNAPC5,MRPL39,0
SPINT2,MAP2K1,1
AMOTL2,RHOH,0
SLC37A2,MORC3,0
PCDH1,TNFAIP6,1
DEFA1,IL6ST,1
CCR3,MNDA,1
LRRC41,HSPA5,0
RGS14,GRK5,1
GAS8,ABLIM1,0
ALOX15B,RBP3,1
OR2F2,TOM1L1,0
SKA2,POLR2J,0
C2orf47,TFG,0
CDH24,CLASP1,0
CD160,PTEN,1
TAC3,FUNDC1,0
UCP1,VAV3,0
SPTY2D1,GUCA1A,0
MATK,STIL,1
VMA21,SHMT2,0
TSTD1,MLN,0
SYNE1,GPC1,0
EPHB1,NR2E1,1
OR4F6,GGT1,0
SF3B3,SRPK1,1
DSG1,RAB5A,0
MYO7A,POU3F4,1
SNX11,DDAH2,0
CCL3,ADGRG1,1
SFTPB,DHX30,0
ADORA1,PTN,1
CCL5,SEMA5A,1
MAEA,FZD6,1
HDAC8,EPHB3,0
HCFC2,ID4,1
KLKB1,UBE2N,1
SLC26A3,AGTR2,0
SLC35G1,ZNF593,0
GLYAT,CACNA1A,0
TRAPPC2L,GPX4,0
PACSIN2,AOAH,0
CITED4,TBC1D10C,0
CCKBR,SEC61B,0
ARL5B,HAS3,0
TRIM38,AK5,0
TTLL3,OR2M4,0
MIR31,KRT5,0
LECT2,CCL24,1
IGSF6,TACSTD2,1
SVIL,SLC25A29,0
COPS5,RPL3,1
AMY1A,TFF1,1
OR5B2,GEMIN4,0
ASPM,CLCF1,0
LILRB2,PTGIR,1
CCR7,PROS1,0
DLL3,ADGRG3,0
MID2,FGD1,0
ANKS4B,SCN9A,0
OPCML,USH2A,1
ALOX15B,NCK2,1
FCN2,ADCYAP1R1,0
ADH7,C1D,0
SUMF2,GAS1,0
ADGRE1,CHST10,1
CRYAA,TNRC6C,0
CRABP2,SPRR1B,1
PDPN,TRAPPC8,0
RPF2,TRAPPC5,0
TP53,CHST2,1
RNASEH2A,SCNN1G,0
CXCL11,C5,1
ZBTB7B,DCAF13,0
CPM,TBX6,1
EYA4,WFS1,1
APBA2,NEURL1,1
BLOC1S3,FRS3,0
SLC12A7,CYP2A6,0
CD96,ACHE,1
HTATIP2,NOTCH2,1
IGSF6,SPTAN1,0
CBX3,OTOR,0
LRRC6,PRPF40A,0
GPC2,CNTFR,0
MPHOSPH10,TNFRSF18,0
IFITM2,DPP8,1
NFE2L2,OR6C2,0
MYOG,CRY1,0
MRS2,WHAMM,0
HSD11B2,DAPK2,0
MAP3K2,RHOBTB2,0
GPR4,NPBWR2,1
PSG9,CHCHD1,0
S1PR3,S100A8,1
FGFR1OP,SERTAD1,1
SOX8,RPS6KA3,1
SPIB,ZNF354A,1
SLC39A14,PDE6G,0
GBE1,ATPIF1,1
SLC25A4,XK,1
GNG5,NUCB1,0
CCT3,BAG5,1
MYO5A,AATF,0
RPL6,CNBP,1
SLC40A1,STT3A,0
PHF2,LMOD1,0
WIZ,DDIT3,0
HTR6,PCDHB3,1
TNS2,MT1G,0
UGT1A1,SLC5A12,0
SGCG,SLC27A5,0
ACKR4,S1PR4,1
UBE2S,SPPL3,0
LEFTY1,FOXH1,1
ZIC1,CCT6B,0
TYRO3,CCDC151,0
CHPT1,TMEM123,0
IGKV2-29,PGAM1,0
EPHB6,SLCO1C1,0
SH3PXD2B,CLEC16A,0
CLCN3,SLC9A7,1
OPTN,GAS6,0
FURIN,ADGRG1,1
HEXIM2,MEN1,1
NFE2,KLF7,1
CCL3,TNFSF9,1
CXCR6,GPSM2,1
CDH17,CLEC4A,1
TUBGCP2,OR2T34,0
LARP6,NRG4,0
NAMPT,CAPNS1,1
E2F5,RBBP6,1
KCNA10,KCNF1,1
NME2,CCL23,1
IGF1R,CDK1,1
OR13C2,ITGA5,0
KCNN3,KCNK4,1
KLF12,NRIP1,1
TSHB,GPR50,1
HABP4,OR10G7,0
COL4A3BP,CEP295,0
CCR9,GPR15,1
OXCT2,TP53RK,0
SEMA5A,GDF15,1
EFNB3,CGB7,1
OR8J3,NR2E3,0
ARL8A,MYO19,0
GJA1,LHB,1
ANXA1,CXCR1,1
RABEPK,SH2B2,0
SPCS1,PELI3,0
SGK2,HNRNPLL,0
MIR218-1,ADH1A,0
GPR27,MX1,0
GJA1,PTHLH,1
RHOD,IGLV2-23,0
ATP8A2,RERG,1
SERPINB2,AVEN,1
HOOK2,HEXB,0
CHRNA4,GALNT12,0
MS4A2,PTCH1,1
CRYBB1,VSX1,1
C12orf57,LY75,0
DRD4,MBP,1
SF3A1,OR4F29,0
PTGDR2,IL1RAP,1
MAFA,ZFHX3,1
FLRT3,GNRHR2,0
LRP1B,PPT1,1
B3GNT8,CYP2A6,0
MYO3A,NUP43,0
HOXD13,PITX1,1
SUMO3,RASA3,0
OR4K3,ABHD2,0
SMPX,CHD8,0
FBXO41,CTPS2,0
SNRPG,GEMIN2,1
EIF4A2,MCM10,0
CXCR3,HABP2,1
CTSK,KLKB1,1
KLF10,LGI1,1
CPS1,OR5D14,0
FXYD1,DYSF,1
RPS26,CRHR2,0
SPDYA,NRP1,1
NME1,SIRPG,1
RABL2B,SPI1,0
KRT20,ST6GALNAC2,0
TIAL1,MED26,1
ARPC1B,CCR6,1
GRM1,PCDHB6,1
ANAPC5,CDKL1,1
TNXB,SEC61B,0
IL36G,ZYX,1
CHRM2,SOD1,1
HIST3H3,NES,0
IGF1,MAPK12,1
GJD3,BLOC1S2,0
PCP4,PLA2G4B,0
TTLL8,EXPH5,0
RRP1B,PCP4,0
TBL3,CCNE1,0
ABT1,PAX3,1
GRM5,DOC2A,1
EXT2,INHBA,1
PCDH7,PLA2G4F,0
CRYBA1,RDH5,1
PROKR2,CRISPLD2,0
PDGFRA,STIL,1
RNF169,PIM2,0
SPDYA,IL12RB2,1
PTGER1,C5,1
HOXD13,RORB,1
TSPEAR,CST2,0
PGLYRP2,ST3GAL2,0
PTPRU,ITGB1BP1,1
SLC6A20,LIN9,0
GML,POU1F1,1
MIR767,LRRC41,0
EVPL,RAD52,0
STT3A,PIP5K1C,0
NFRKB,NFE2L3,1
CASP5,CASP8,1
ECHS1,RASA3,0
KIF15,ABCA5,0
LACE1,JAKMIP1,0
DBT,OTUD6A,0
IFI44,RDH5,0
PCDHA6,CCL4,1
ZFYVE1,NPM2,0
ENO1,RFWD2,0
SH2B3,AIFM3,0
CTBP1,RERG,1
ALYREF,HIST1H2BI,0
ITGAX,USH2A,1
FTH1,QSOX1,1
TNFRSF1A,DUSP2,0
TSEN15,CENPE,0
BCL6,TRAPPC2,1
CSE1L,POLA1,1
TRAPPC3,NUDT15,0
SLC16A8,ABHD5,0
SNRPA,EXOSC6,0
KRT80,KCNE1,0
POLA1,CD81,1
MRPL3,SNRPC,0
RNF6,ARPC4,0
ENOX2,DUOX2,1
SLC26A4,NA,0
ASB12,GALK1,0
TOMM6,STK36,0
CLK1,INSL4,1
PIGN,TWISTNB,0
AOAH,IL13,1
CDK5,CTNNBIP1,1
SRR,PARK7,0
CHST4,CRHR1,1
RASSF1,NOL6,0
NDP,ARHGEF1,1
GATA6,HMGA1,1
EXOC5,ASB17,0
UNC13D,MRPL16,0
RDH10,PDE6C,1
STRAP,NLGN3,0
ABHD12,DHX36,0
NUP62,DEC1,1
ADORA1,PGR,1
ARPC3,CXCR3,1
MAGEA10-MAGEA5,AEN,0
KCNG2,IMPAD1,0
NOP58,NUP43,0
CACNA1C,YAP1,0
SYN2,DOC2A,1
ADGRE1,SELPLG,1
NR5A2,POLR2L,1
PSG5,DCST1,0
MAP3K2,ZAK,1
AMH,INHBA,1
IRF6,NSUN6,0
COL16A1,TAC3,1
CDC42SE1,SACS,0
CYP11A1,FTL,0
MRPL44,EXTL1,0
GALNT8,GADL1,0
GCA,NUP43,0
MBIP,ATF6,0
CCL26,IL27RA,1
F2R,FIS1,1
PDE10A,CRADD,0
NAT8B,ZBTB42,0
HMGA1,DNAJB13,0
F2,ACRV1,1
CHST4,PCDHA10,1
HOXA10,ZNF326,0
FBXW8,GRHL1,0
KHDRBS1,CD81,1
CPA3,DHX33,0
DYNC1LI2,WIPI1,0
GPR17,SCTR,1
EHHADH,PPIA,0
KCNA3,MMP19,0
BNIPL,ETS1,1
SLC7A2,SLC7A7,1
MCHR1,NPY1R,1
RAPGEFL1,DLST,0
CCL26,CEACAM8,1
DNAJB13,GBGT1,0
CCR8,GTPBP1,1
BPNT1,TPMT,1
MCHR1,SLC25A27,1
RRBP1,SYNM,0
PTPRU,CCR3,1
GJB2,OTOR,1
PDYN,CYP2C18,0
MICU2,ARHGAP15,0
DRD1,PCDHB9,1
DHX15,NONO,1
ADORA1,SMPD1,1
GALC,MIR153-1,0
CDKN1A,STK11,1
PAEP,NOTUM,0
OR4C45,BRI3,0
SLC1A2,HTR3B,1
CCL26,AVP,1
NPRL2,RUNX3,0
CPSF3L,SLC25A13,0
TKT,F2,0
ISLR,IFNB1,0
WFDC2,HCRTR1,0
PYY,CGB7,1
PIM2,CBFA2T3,1
GGCX,CYC1,0
NFATC3,ZNF76,1
COL17A1,ATP2A2,1
CYBB,CLEC2D,1
COMP,MMP16,0
CHEK1,GLTP,0
MAF,POLR2D,1
DMBT1,OR2G6,0
MIR214,APBA1,0
DAB2,MNAT1,1
SALL1,BICD1,1
ADH1A,ABHD3,0
ATP6V0A4,OTOF,1
DPP4,S1PR4,1
GPR45,NEUROG1,1
ZFP36L2,CBFA2T3,1
GUCA1A,KIFC3,1
ADRA1D,LHB,1
SSTR3,NCK2,1
HCRTR1,KRT78,0
ATXN3,PCDHA4,1
DHDH,IDH1,1
SIRPA,OPCML,1
CCR8,SCTR,1
TSSK2,IGLV3-25,0
IFNGR2,ASGR2,1
TRIM29,ATOH1,1
CEP250,ATP10A,0
BCS1L,TP53,1
GLA,ST8SIA4,1
B3GALNT2,MRPL13,0
FBXL22,RAB20,0
WNT5B,ZSWIM7,0
ELAVL1,HEPACAM2,0
CRIM1,ENC1,1
ST8SIA2,ITM2B,1
TRPS1,HAND1,1
IFNB1,TNFSF15,1
HPCA,PGGT1B,0
FRAT2,HAUS6,0
HTR2A,PCDHB10,1
SERPINF1,LGI1,1
NFATC3,CD40,1
HOXD13,POU2F2,1
GLI2,PAX6,1
ASMT,DSG2,0
CENPW,ATP5G3,0
CASP5,CASP7,1
PSEN2,NAA10,1
GPR176,GPR50,1
PRDM1,SLC35G1,0
MOBP,PCDHAC2,1
NCR3LG1,IGHG2,0
SLC36A1,CHMP1B,0
WWC2,RDH10,0
ROBO1,RS1,1
ADM,ASH1L,1
ITIH3,PCCB,0
ALK,VEGFA,1
CHRM3,TAAR9,1
ZNF593,OR5D14,0
TBC1D10B,SRGAP2,0
MAP2K1,WASF1,1
APBA1,PTCH2,1
ITGB6,SEMA5A,1
FBXW9,SLC43A2,0
ERCC6,HAND1,1
RANBP9,FAS,1
FXYD1,CACNA1H,1
AKR1B15,GRIA4,0
RARG,BST1,1
HPCAL4,UGT8,1
FKBPL,TNRC6B,0
FGF13,CRB1,1
MYCN,FOSL1,1
TRAF3IP2,RPL7A,0
NUDCD3,NACC1,0
SF3B3,VAPB,1
ALDH2,SLC9A6,0
NINJ2,CLTC,0
LIN54,NOC2L,0
TREML2,OR6B3,0
AHR,SP100,1
PLAGL1,CD70,1
DNAH9,MAP2K1,1
HRH2,KIAA0368,0
POLE4,NUP35,0
FURIN,ADAMTS9,1
HTATIP2,DIABLO,1
NEDD9,TTK,1
SMARCAL1,HIRA,1
KCNH4,MPP3,0
IARS,ZBTB8OS,0
GCHFR,PMP22,0
NFATC3,TIAL1,1
CDK6,TAF1,1
SCN11A,SLC34A3,1
EIF2B4,EIF2B2,1
SEC23A,TNFRSF25,0
SLC4A5,TRIM65,0
ANXA1,CXCL8,1
NFKB2,ZNF350,1
PCDH1,LGI1,1
APOA1,FMR1,0
RBP2,BTD,1
CETP,SFTA3,0
SMUG1,SCX,0
TAF5L,CST9,0
C3orf38,CFH,0
TAF9,NMI,1
KLF11,CCNK,1
ADRBK1,TAS2R8,0
KLHL12,PARP1,0
MYLK,ACAA1,0
EP300,PAFAH1B3,1
MYL12B,SLC44A3,0
TIMM10,ATP6V1B1,1
ALOX15B,GMNN,1
MKI67,BRCA2,1
GPR37,POM121C,0
GSTP1,BNIP2,1
APOBEC2,FADS1,0
CRMP1,ASPRV1,0
VEGFC,EXOC5,0
OR10W1,SWSAP1,0
KRT15,KRT16,1
GNB5,USP7,0
SIPA1,ARHGEF1,1
GALNT5,HMGN1,0
CCNK,NFE2L3,1
RIT2,UNC119,1
TNFRSF13B,ARIH1,0
KRTAP2-3,TENM1,0
TNFSF9,NRP1,1
PTGDR2,LPAR4,1
GPR45,AVPR1B,1
GUCY2F,CHCHD2,0
ETS2,CHRD,1
F2R,ZNF346,1
PSMC5,BTF3,1
GREM1,LIMK1,1
PCDH1,PGF,1
ZMPSTE24,NAPSA,1
GTF2E1,GH1,0
CEBPB,TRPS1,1
GEM,IL18RAP,1
EP300,RHOT1,1
APOC2,SERPING1,1
TNC,ARHGAP5,1
TTLL5,PYGB,0
CHRM3,DVL3,1
KRTAP10-5,CKLF,0
KCNJ3,TWISTNB,0
F2,JAK2,1
RTP2,REEP1,1
ABCC9,TGFBI,0
HRASLS5,ZNF335,0
PIGV,HLA-DQB2,0
ELF3,HOXD13,1
PM20D2,OR10H3,0
LRRC41,SELT,0
CCL22,CD22,1
UFD1L,CALCA,1
GJC2,OR8G1,0
KCNH2,KCNN3,1
ADGRL3,DNPEP,0
PTGDR2,CCR5,1
